facility_name,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Angaga Dispensary,17050,5240,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolwal Dispensary,17344,7586,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kome Dispensary,20347,12218,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ramula Dispensary,20331,6763,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogwedhi Health Centre,13969,12407,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kanyagwal Dispensary,13654,7606,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kandaria Medical Centre,18721,9365,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhuru Health Centre,13833,3106,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Border Clinic,13512,13386,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Awendo Sub-District Hospital,13492,2008,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gosebe Dispensary,20959,13779,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Wanganga Health Centre,18283,12806,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Onyuongo Dispensary,20209,6490,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Imc Tekeleza Dice - Isebania,20019,13384,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogada Health Centre,13960,14646,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabondo Rehabilitation Centre,18867,3332,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pona VCT,18943,2344,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuria District Hospital,13726,14088,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ondong Dispensary,16277,5086,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bugumbe Health Centre,13517,10649,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Agenga Dispensary,13467,10348,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoch Rakuom Dispensary,14001,7555,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rongo University College Clinic,20647,11452,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bonde Dispensary,13506,1209,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migori County Beyond Zero Clinic,21776,13104,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabola CDF Dispensary,18865,6435,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamaranya Dispensary,13898,7092,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ombo Kowiti Dispensary,17039,7659,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maeta Dispensary,22113,3460,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhuru Bay VCT Centre (Nyarami),20570,2668,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koru Dispensary,17110,9675,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Yago Dispensary,16279,2142,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaweri Deaf VCT,,10213,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaroha Dispensary,22121,3494,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamarimba Sub County Hospital,13899,6446,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibos Sugar Research Dispensary,13689,9914,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Moshi Clinic,16261,7210,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhoroni County  Hospital,13831,14439,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Masogo Sub County Hospital,13785,14430,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jaramogi Oginga Odinga Teaching & Referal Hospital,13939,1552,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rodi Dispensary,14057,13288,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ober Kamoth Sub County Hospital,13954,6449,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakach (AIC) Dispensary,13881,11794,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Siabai/Makonge Dispensary,14079,6606,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Chemelil Sugar Health Centre,13522,9722,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tamu Health Centre,14141,6964,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ikerege Clinic,13615,14192,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Manyuanda Sub County Refferal Hospital,13770,2817,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Otati Dispensary,13999,1313,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamasare Dispensary,13900,7884,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Onyinjo Dispensary,17173,6488,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mashambani Dispensary,17111,9839,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mamboleo Medical Clinic,18417,9921,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gairoro Dispensary,13556,14029,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhoroni Sugar Company (Musco) Dispensary,13832,12343,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyasese Dispensary,13941,7211,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ojola Health Centre,13971,9902,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Iraha Dispensary,13619,7289,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ojele Memorial Hospital,13970,5252,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Health Centre,13858,6608,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Aga Khan Hospital (Kisumu),13465,4578,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Opapla Dispensary,13990,6498,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koduol Reru Dispensary,,1195,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Uriri Health Centre,14161,3858,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Port Florence Hospital,14017,9886,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kanga Onditi Dispensary,21395,1526,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Verna Health Centre,14166,2324,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bande Dispensary,13494,14701,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Wath Onger Dispensary,14170,2222,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Agnes Clinic,16260,13385,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametembe Dispensary,13910,6583,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
AAR Health care-Kisumu,20956,13390,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osogo Dispensary,13997,7587,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngodhe Dispensary,13853,8279,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Midoti Dispensary,13804,3087,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kodiaga Prison Health Centre,13709,6340,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogra Health Centre,13968,6469,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tumaini Dice Dispensary,20523,9952,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakach County Hospital,13921,9412,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lumumba  Sub-County Hospital,13738,6365,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kehancha Clinic,13664,12586,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamekongoroto Health Centre,13907,7315,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jalaram Nursing Home,13632,6318,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Manyatta Community Medical Clinic,20512,10297,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rabondo Dispensary,14019,3139,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
GK Prison Dispensary (Migori),17728,14608,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gari Dispensary,18866,9313,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kamagambo SDA Dispenasry,13649,2321,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Youth Centre (Kisumu East),16663,13236,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Metropolitan Medical Clinic - Kehancha,20200,7237,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osewre Dispensary,20069,6592,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyahera Sub District Hospital,13880,6436,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nduru Kadero Dispensary,13848,9878,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Arombe Dispensary,13486,2138,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kowino Dispensary,13722,2741,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kebaroti Dispensary,13659,12377,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Katito Sub County Hospital,13657,9538,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mtc Clinic (Kisumu),13829,9850,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Chiga Dispensary,13524,13287,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kemri Medical Clinic,18301,6338,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Town Hall Dispensary,14153,9939,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Impact Rdo Clinic Nyatike,21402,2807,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pastor Machage Memorial Hospital,14014,7394,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary (Nyando),13976,3479,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Langi Kawino Dispensary,18250,13313,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kwoyo Kodalo Dispensary,13729,8082,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sori Lakeside Nursing and Maternity Home,14098,7937,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoro Sub District Hospital,14003,7784,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olps Clinic,13977,6487,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Camillus Mission Hospital,14103,2220,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno University Health Centre,13782,9967,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komwaga Health Center,,5335,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Chemelil GOK Health Center,13521,12965,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Victoria Sub District Hospital,17376,13374,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Macalder Mission Dispensary,13744,7592,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migori County Referal Hospital,13805,2498,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
God Kwer Dispensary,13583,12382,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Fridah Clinic,13763,11492,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sango Rota Dispensary,14066,9386,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabokarange Dispensary,13862,14195,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ndege Oriedo Dispensary,17345,5785,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ndiwa Dispensary,13844,3140,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Milimani Hospital,13808,12670,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Clinic,13857,6602,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Isibania Sub-District Hospital,13625,13408,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Barnabas Dispensary,14102,2034,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Okana Dispensary,20666,3775,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary,13975,7165,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyang'oma Sub County Hospital,13928,9724,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Macalder Sub-District Hospital,13745,14719,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Meridian Medical Clinic,20957,6413,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuoyo Dispensary,21705,6363,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Vincent Clinic (Kisumu East),14127,2120,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ochuna Dispensary,13959,7384,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sigoti Health Centre,14086,9337,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rapcom Nursing and Maternity Home,14037,4066,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bodi Health Centre,13503,3344,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bware Dispensary,13519,4630,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Mark's Lela Health Centre,14118,6915,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Royal Nursing Home,14061,2402,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Abundant Life Clinic,19897,10300,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kabuto Dispensary,13639,2271,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Yago Community Dispensary,20334,7083,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Korwenje Dispensary,13720,6362,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Minyenya Dispensary,13809,8289,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Youth Transition Centre,17166,13216,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
magacha dispensary,22092,13240,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komosoko Dispensary,13716,12980,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakongo Dispensary,13884,9640,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dunga GOK Dispensary,22064,289827,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komomange Dispensary,13715,13907,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Aneko Dispensary,13478,5475,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarami VCT,17738,14651,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mosoriot Clinic,19250,11079,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Makutano Medical Clinic,16451,10115,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ndonyero Medical Clinic,10835,11533,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Firmview Medical Clinic,13554,4339,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St James Medical Clinic,16685,15678,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jambo Medical Clinic,11425,7595,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tumaini Brigadier Medical Clinic,21403,12747,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bamba Medical Clinic,11238,3328,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kenyenya Medical Centre (Kenyenya),17712,5591,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nimoli Medical Centre,13125,7191,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wananchi Medical Centre,11166,11724,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Valeria Medical Clinic,11828,5921,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chamalo Medical Clinic,11845,7633,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Mathews Maternity and Lab Services,15657,14724,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamii Health Services Medical Clinic,15907,6929,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jordan Baptist Medical Clinic,16713,12853,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Junction Medical Clinic,16450,3419,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Raphael Arch Medical,17488,10794,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gakira Medical Clinic,10201,11627,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Musco Clinic,17501,2226,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Wananchi Maternity and  Nursing Home,11891,8283,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Swindon Clinic,14138,16904,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Thomas Maternity Hospital,18435,9330,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Annointed Med,18816,4657,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bamburi Medicare,11240,4135,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Dawida Maternity Nursing Home,11299,10375,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Meswo Medical Clinic,17251,11271,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mitunguu Dispensary,12534,9793,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ukunda Medical Clinic,16552,4451,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyandwela Medical Clinic,20339,15972,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Suna Nursing and Maternity Home,14134,14747,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwachande Medical Clinic,16548,9111,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Reusse Troyer Health Centre,14043,7517,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Enzai Afya Medical Clinic,17430,6244,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
MediPoint Dispensary,13085,12886,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Upendo Health Care Clinic,11870,8020,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Young Generation Centre Dispensary (Med 25),17690,3902,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Victoria Medical Clinic,18108,2528,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ebenezer Medical Clinic (Lari),10158,3297,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical Clinic,17330,2260,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Njoro (PCEA) Dispensary,15357,9248,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
House of Hope Medical Centre,18720,6317,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Igorera Medical Clinic,18340,7658,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ros Megg Clinic,12715,13566,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Glory Health Clinic,18613,3033,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Acode Medical Clinic Maungu,11195,3910,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rosewood Nursing Home,18068,14386,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bewa Medical clinic,,1230,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Deviruco Medical Clinic,22049,13139,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwendwa Clinic,12624,3846,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Baraka Medical Clinic (Trans Nzoia East),16693,4691,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kinyambu Kwitu Medical Clinic,20108,4030,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Royal Clinic,17732,3455,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kadvan Medical Clinic,17848,17093,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kehancha Mother & Child Hospital,13665,7240,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chimoi Medical Centre,22096,9763,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Plainsview Nursing Home,10940,5269,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Maweni Community Health Care,18302,4183,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamia Medical Centre,15906,12732,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chemasiri (ACK) Dispensary,15853,13354,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Horesha Medical Clinic,11415,9166,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
