facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Wath Onger Dispensary,14170,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getongoroma Dispensary,13569,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyahera Sub District Hospital,13880,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gairoro Dispensary,13556,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Katito Sub County Hospital,13657,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kabuto Dispensary,13639,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Yago Community Dispensary,20334,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuria District Hospital,13726,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
magacha dispensary,22092,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno University(Kisumu Town Campus),20905,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Imc Tekeleza Dice - Isebania,20019,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Midoti Dispensary,13804,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kodiaga Prison Health Centre,13709,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogra Health Centre,13968,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Angaga Dispensary,17050,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaitara Dispensary,16666,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lumumba  Sub-County Hospital,13738,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Akidiva Memorial Hospital,14101,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dede Dispensary,13532,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Camillus Mission Hospital,14103,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Holo Dispensary,17118,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nehemiah International Dispensary,18338,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametembe Dispensary,13910,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Umbrella Health Clinic,,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Isibania Mission Health Centre,13624,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ndiwa Dispensary,13844,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Barnabas Dispensary,14102,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakuru Dispensary,13885,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Metropolitan Medical Clinic - Kehancha,20200,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Taragai Dispensary,14143,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Arombe Dispensary,13486,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Korwenje Dispensary,13720,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Youth Transition Centre,17166,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakongo Dispensary,13884,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dunga Dispensary,22064,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
BORDER VIEW MEDICAL CLINIC,21423,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komomange Dispensary,13715,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Chiga Dispensary,13524,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kochieng Health Centre,21671,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
God Kwer Dispensary,13583,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ulanda Dispensary,14157,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koloo Dispensary,17038,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyangore Dispensary,20501,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Impact Rdo Clinic Nyatike,21402,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Centre Rongo,18502,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migori T T C Dispensary,13806,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migori County Referal Hospital,13805,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Langi Kawino Dispensary,18250,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Awasi Mission Health Center,13491,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Magina Health Center,18430,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komwaga Health Center,,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Health Mountain Hospital,13601,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kowino Dispensary,13722,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sori Lakeside Nursing and Maternity Home,14098,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Masaria Dispensary,21193,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Caro Clinic,13762,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migere Dispensary,21487,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ahero County Hospital,13468,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Macalder Mission Dispensary,13744,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Matoso Health Clinic,13793,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pedo Dispensary,18725,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kehancha Clinic,13664,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu International Airport Dispensary,17553,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osogo Dispensary,13997,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Guru Nanak Dispensary,13596,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Victoria Medical Clinic,16262,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ongo Health Centre,13989,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu County Beyond Zero Mobile Clinic,20965,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rang'ul Dispensary,21039,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Motemorabu Dispensary,13824,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakurungoto Dispensary,16275,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Clinic,13857,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oren Health Centre,18800,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maeta Dispensary,22113,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oriang Kanyadwera Dispensary,18422,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kohanga Dispensary,21102,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dago Jonyo Dispensary,20377,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakunguru Dispensary,20500,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
IMC Tekeleza DICE Clinic Muhuru,19930,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuira District Disability Network Kuria - Isebania HTC,20094,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Girigiri Dispensary,16665,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LIZA MEDICAL CLINIC,21707,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ochuna Dispensary,13959,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Impact Research-Tuungane (Nyando),18456,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rapcom Nursing and Maternity Home,14037,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Piny Owacho Dispensary,17343,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Alpha Medical Clinic (Migori),18067,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwala Dispensary,13740,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Siruti Dispensary,17051,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Samjomen Nursing Home,21427,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Minyenya Dispensary,13809,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Miranga Sub County Referral Hospital,13810,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pand Pieri Community Health Centre,14012,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Miwani Dispensary,13816,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bongu Konyango Dispensary,22192,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Cherwa Dispensary,20240,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ladopharma Medical Centre,18898,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komotobo Mission Health Centre,13717,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kasongo Dispensary,16282,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Wanganga Health Centre,18283,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Giribe Dispensary,13576,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ombo Bita Dispensary,17607,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Anjego Dispensary,13480,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migosi Sub County Hospital,13807,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pona VCT,18943,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kadem Tb & Leprosy Dispensary,13640,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarongi Dispensary,13940,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
GK Prisons Dispensary (Kibos),13579,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoch Rakuom Dispensary,14001,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St.Lydia Okore Dispensary,21706,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mogori-Komasimo Health Centre,16721,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Ragana Dispensary,14136,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Aga Khan Hospital (Kisumu),13465,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
The Hope Medical Centre-Awasi,18415,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bande Dispensary,13494,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kengen Clinic,13669,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Health Care Clinic,13490,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Thim Lich Dispensary,16278,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Obumba Dispensary,13956,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getontira Clinic,13571,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mtc Clinic (Kisumu),13829,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Hongo Ogosa Health Center,13609,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoro Sub District Hospital,14003,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabokarange Dispensary,13862,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Abundant Life Clinic,19897,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dalcoo medical centre,20815,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kadhiambo Dispensary,21657,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bahati Medical Clinic Migori,17733,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Maria Clinic,13765,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Namba Kodero Dispensary,16273,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sony Medical Centre,14097,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Orongo Dispensary,21047,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Awendo Sub-District Hospital,13492,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Omulo Dispensary,20067,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Rabuor Dispensary,14135,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oruba Nursing and Maternity Home,13993,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lake Basin Development Authority (Lbda) Dispensary(Closed),13730,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rabuor Sub County Hospital,14020,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametaburo Health Centre,13909,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Katolo-Manyatta Dispensary,18421,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibigori Dispensary,13687,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oboch Dispensary,13955,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kituka Dispensary,13706,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Radienya Dispensary,18722,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kugitimo Health Centre,13723,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Kachola Dispensary,19928,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LVCT Health -Kisumu,16662,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabikaye Dispensary,13859,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Disciples of Mercy Clinic,13534,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kandaria Medical Centre,18721,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabondo Mission Hospital,13864,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olps Clinic,13977,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Hospital Kisumu,,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ikerege Clinic,13615,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gosebe Dispensary,20959,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lolwe Dispensary,,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Imc Tekelza Dice Clinic -Migori,18897,2017Q3,"FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Githurai Medical dispensary,12956,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kabarnet Faith Clinic,17492,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kasarani Maternity,13011,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Provide International Clinic (Kayole),13151,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Seth Medical Clinic,17267,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masinde Muliro University of Science and Technology Clinic,16764,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Hesed Clinic Masiro,18445,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tonymed Medical Clinic,16682,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kinyambu Kwitu Medical Clinic,20108,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Isana Maternity and Nursing,13622,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Equator Nursing and Maternity Home,15880,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyamage Dispensary,20077,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oljabet Medical Clinic,17428,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Westlands Health Care Services,11905,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Cedar Medical Clinic (Kimana),14281,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Joint Partner Medical Clinic,16455,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Heri Medical Centre,16180,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Annointed Med,18816,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Inuka Nursing Home,20097,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Dawida Maternity Nursing Home,11299,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Topcare Nursing Home,18189,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Alphond Medical Centre,21149,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jane Nursing Home,16870,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Eunice Medical Clinic,10173,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Igare Medical Clinic,13613,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Plainsview Nursing Home,10940,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Lenmek Hospital,20919,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ahadi Maternity Services,10018,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Padens Medicare Centre,13137,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Family Medical Centre (Kisauni),11370,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyagowa Elck Dispensary,13873,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wananchi Medical Centre,11166,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Great Comm Medical Clinic,14537,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Warazo Medical Clinic (Ruiru),11175,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Solea Medical Clinic,11016,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Makadara Health Care,12450,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wama Nursing Home,15767,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyamira Adventist Dispensary,13911,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nimoli Medical Centre,13125,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Joy Nursing Home and Maternity,18594,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Baraka Afya Clinic,11943,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Hema Medical Clinic,17674,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Baraka Medical Clinic (Trans Nzoia East),16693,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Community Health Centre,11894,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jumupamozzi    Medical  Centre,21678,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Makutano Medical Clinic,16451,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chimoi Medical Centre,22096,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Njabini Maternity and Nursing Home,10877,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Good Shepherd Dispensary,12960,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sagam hospital,20057,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Musco Clinic,17501,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mbaleway Side Clinic,16013,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Migori Health Station Clinic,17737,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Khems Medical Clinic,15484,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kolanya Salavation Army Dispensary,15953,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jordan Medical Clinic,11439,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Maamba Medical Clinic,11528,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Annex Medical Clinic (Trans Nzoia West),14208,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Imani Medical Clinic (Kiambu West),10345,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Immaculate Clinic,12750,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matuu Cottage Clinic,12487,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Liberty Maternity and Nursing Home,12427,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kwa Ng'ang'a Medicare,10651,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kemera Dispensary,13666,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Enzai Afya Medical Clinic,17430,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Horesha Medicalicare,11415,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masaba Hospital Kisumu,18414,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sunrise Medical Clinic,12778,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
