facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Kodiaga Prison Health Centre,13709,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogra Health Centre,13968,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gods Will Medical Clinic,13586,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Cherwa Dispensary,20240,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lumumba  Sub-County Hospital,13738,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ranen (SDA) Dispensary,14032,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Dunga Nursing Home,16661,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Nursing Home,20012,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Metropolitan Medical Clinic - Kehancha,20200,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Aneko Dispensary,13478,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolwal Dispensary,17344,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Arombe Dispensary,13486,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rae Dispensary,14024,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Wanganga Health Centre,18283,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kome Dispensary,20347,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gosebe Dispensary,20959,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Chiga Dispensary,13524,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pona VCT,18943,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoch Rakuom Dispensary,14001,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhuru Health Centre,13833,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sori Lakeside Nursing and Maternity Home,14098,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Border Clinic,13512,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Impact Rdo Clinic Nyatike,21402,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Langi Kawino Dispensary,18250,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rodi Dispensary,14057,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Aga Khan Hospital (Kisumu),13465,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olps Clinic,13977,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bande Dispensary,13494,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibos Sugar Research Dispensary,13689,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mtc Clinic (Kisumu),13829,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Macalder Mission Dispensary,13744,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Othoro Sub District Hospital,14003,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabokarange Dispensary,13862,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Abundant Life Clinic,19897,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaweri Deaf VCT,,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Maria Clinic,13765,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Iraha Dispensary,13619,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ojola Dispensary,13971,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Sub-District Hospital,13858,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Rabuor Dispensary,14135,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Central Clinic (Kisumu East),13520,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lake Basin Development Authority (Lbda) Dispensary(Closed),13730,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Kachola Dispensary,19928,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
LVCT Health -Kisumu,16662,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Disciples of Mercy Clinic,13534,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kandaria Medical Centre,18721,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ntimaru Clinic,13857,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ikerege Clinic,13615,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Manyuanda Sub County Refferal Hospital,13770,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Verna Health Centre,14166,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Star Maternity & Nursing Home,14129,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary (Nyando),13976,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bodi Health Centre,13503,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Komosoko Dispensary,13716,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ochuna Dispensary,13959,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rapcom Nursing and Maternity Home,14037,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngodhe Dispensary,13853,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Minyenya Dispensary,13809,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tumaini Dice Dispensary,20523,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarami VCT,17738,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
GK Prison Dispensary (Migori),17728,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Pastor Machage Memorial Hospital,14014,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Monica Rapogi Health Centre,14121,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lolwe Dispensary,,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyarongi Dispensary,13940,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Tuungane Youth Centre (Kisumu East),16663,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sondu Health Centre,14096,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mogori-Komasimo Health Centre,16721,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osewre Dispensary,20069,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
P&D Clinic,21138,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Suna Ragana Dispensary,14136,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Asat Beach Dispensary,13487,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaburi Clinic,13865,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kengen Clinic,13669,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno University Medical Clinic,13782,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Health Care Clinic,13490,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Thim Lich Dispensary,16278,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Obumba Dispensary,13956,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getontira Clinic,13571,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Isibania Sub-District Hospital,13625,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Hongo Ogosa Health Center,13609,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno Mission Hospital,13781,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyangande Health Center,13923,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Okana Dispensary,20666,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kadhiambo Dispensary,21657,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bahati Medical Clinic Migori,17733,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Hekima HTC Center,20093,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Namba Kodero Dispensary,16273,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Macalder Sub-District Hospital,13745,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Riat Dispensary (Migori),14047,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sony Medical Centre,14097,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kamagambo Dispenasry,13649,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Osingo Dispensary,13996,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
God Jope Dispensary,13582,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Omulo Dispensary,20067,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Meridian Medical Clinic,20957,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Royal Nursing Home,14061,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametaburo Health Centre,13909,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Mark's Lela Dispensary,14118,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibigori Dispensary,13687,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oboch Dispensary,13955,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamekongoroto Health Centre,13907,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kituka Dispensary,13706,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Radienya Dispensary,18722,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kugitimo Health Centre,13723,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Brase Clinic and Eye Centre,17731,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Got Nyabondo Dispensary,13591,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyabondo Mission Hospital,13864,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Avenue Hospital Kisumu,,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyaroha Dispensary,22121,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ombo Kowiti Dispensary,17039,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
IMC Tekeleza DICE Clinic Karungu,19929,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sango Rota Dispensary,14066,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuoyo Kaila Dispensary,17171,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oriang Alwala Dispensary,18086,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kehancha Mother & Child Hospital,13665,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kogelo Oasis Medical Clinic,21157,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Monica Mission Hospital,14120,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwanda Dispensary,13741,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyalunya Dispensary,13890,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyang'oma Sub County Hospital,13928,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kolenyo Dispensary,17172,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Olasi Dispensary,13975,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mama Fridah Clinic,13763,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Family Health Options Kenya (FHOK) Dispensary,13552,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kwoyo Kodalo Dispensary,13729,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gari Dispensary,18866,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Getongoroma Dispensary,13569,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Agnes Clinic,16260,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyametembe Dispensary,13910,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyakach County Hospital,13921,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Masogo Sub County Hospital,13785,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Jairus Hospital,21766,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kombewa County Refferal Hospital,13714,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gwitembe Health Centre,13597,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Bondo Dispensary,21191,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Elizabeth Chiga Mission Hospital,14106,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Maseno University(Kisumu Town Campus),20905,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Luciel Dispensary,13736,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kibogo Dispensary,13688,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kitere Dispensary,17341,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ahero Medical Centre,18291,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muchebe Dispensary,13830,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Agro Chemical,19815,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kotunga Dispensary,21899,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mnara Dispensary,13817,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ngisiru Dispensary,13851,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Obware Dispensary,20568,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Oyani Health Centre,14009,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kisumu County Hospital,13704,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kumoni Dispensary,16271,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Marie Stopes Nursing Home (Kisumu),13776,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamagongwi Dispensary,22110,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jaber Dispensary,20503,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Simba Opepo Dispensary,14088,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Taragai Dispensary,14143,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Mamu Medical Clinic,17734,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Reusse Troyer Health Centre,14043,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Midida Dispensary,17342,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Lwanda Konyango VCT Centre (Nyarami),20569,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamanga Dispensary,13896,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Miranga Dispensary,20907,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyalenda Health Centre,13887,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Railways Dispensary (Kisumu),14027,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koru Mission Health Centre,13719,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Uriri Health Centre,14161,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ramula Dispensary,20331,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Sigoti Health Centre,14086,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ondong Dispensary,16277,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nyamaranya Dispensary,13898,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhuru Bay VCT Centre (Nyarami),20570,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Koru Dispensary,17110,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Yago Dispensary,16279,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kandege Health Center,13652,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jaramogi Oginga Odinga Teaching & Referal Hospital,13939,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Siabai/Makonge Dispensary,14079,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Otati Dispensary,13999,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Matoso Health Clinic,13793,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rota Dispensary,14060,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Muhoroni Sugar Company (Musco) Dispensary,13832,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ojele Memorial Hospital,13970,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Ogongo Community Dispensary,20960,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kanga Onditi Dispensary,21395,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
AAR Health care-Kisumu,20956,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Gairoro Dispensary,13556,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
BORDER VIEW MEDICAL CLINIC,21423,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kuria District Hospital,13726,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kohanga Dispensary,21102,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Imc Tekeleza Dice - Isebania,20019,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Angaga Dispensary,17050,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Jalaram Nursing Home,13632,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Manyatta Community Medical Clinic,20512,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Rabondo Dispensary,14019,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
St Akidiva Memorial Hospital,14101,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Nduru Kadero Dispensary,13848,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kebaroti Dispensary,13659,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Victoria Medical Clinic,16262,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Migosi Sub County Hospital,13807,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Kemri Medical Clinic,18301,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
Onyinjo Dispensary,17173,"Q1, Q2","FPRH,MCH, Malaria, WASH, Training,Nutrition",Maternal Child and Survival Programme,2045423
